"","refmet_name","super_class","main_class","sub_class","formula","exactmass","inchi_key","pubchem_cid","standard","pubchem_sid","KEGGID","chebiid"
"718","4-Guanidinobutanoic acid","Organic acids","Amino acids and peptides","Amino acids","C5H11N3O2","145.0851","TUHVEAJXIMEOSA-UHFFFAOYSA-N","500",NA,4278,"C01035","57486"
"814","DOPA","Organic acids","Benzenediols","Catecholamines","C9H11NO4","197.0688","WTDRDQBEARUVNC-LURJTMIESA-N","6047",NA,3648,"C00355","57504"
"383","3-Guanidinopropanoic acid","Organic nitrogen compounds","Guanidines","Guanidines","C4H9N3O2","131.0695","KMXXSJLYVJEBHI-UHFFFAOYSA-N","67701",NA,5965,"C03065","57593"
"259","Histidine","Organic acids","Amino acids and peptides","Amino acids","C6H9N3O2","155.0695","HNDVDQJCIGZPNO-YFKPBYRVSA-N","6274",NA,3435,"C00135","57595"
"68","Guanidoacetic acid","Organic acids","Amino acids and peptides","Amino acids","C3H7N3O2","117.0538","BPMFZUMJYQTVII-UHFFFAOYSA-N","763",NA,3860,"C00581","57742"
"646","Citrulline","Organic acids","Amino acids and peptides","Amino acids","C6H13N3O3","175.0957","RHGKLRLOHDJJDR-BYPYZUCNSA-N","9750",NA,3621,"C00327","57743"
"402","Valine","Organic acids","Amino acids and peptides","Amino acids","C5H11NO2","117.0790","KZSNJWFQEVHDMF-BYPYZUCNSA-N","6287",NA,3483,"C00183","57762"
"223","2,6-Diaminopimelic acid","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O4","190.0954","GMKMEZVLHJARHF-SYDPRGILSA-N","99290",NA,3949,"C00680","57791"
"335","N-Acetylornithine","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O3","174.1004","JRLGPAXAGHMNOL-LURJTMIESA-N","439232",NA,3726,"C00437","57805"
"692","6-Aminocaproic acid","Fatty Acyls","Fatty acids","Amino FA","C6H13NO2","131.0946","SLXKOJJOQWFEFD-UHFFFAOYSA-N","564",NA,5420,"C02378","57826"
"174","Methionine","Organic acids","Amino acids and peptides","Amino acids","C5H11NO2S","149.0511","FFEARJCKVFRZRR-BYPYZUCNSA-N","6137",NA,3373,"C00073","57844"
"784","Hypotaurine","Organic acids","Sulfinic acids","Sulfinic acids","C2H7NO2S","109.0198","VVIUBCNYACGLLV-UHFFFAOYSA-N","107812",NA,3802,"C00519","57853"
"930","S-Adenosylhomocysteine","Carbohydrates","Glycosyl compounds","Glycosylamines","C14H20N6O5S","384.1216","ZJUKTBDSGOFHSH-WFMPWKQPSA-N","439155",NA,3323,"C00021","57856"
"613","Tryptophan","Organic acids","Amino acids and peptides","Amino acids","C11H12N2O2","204.0899","QIVBCDIJIAJPQS-VIFPVBQESA-N","6305",NA,3378,"C00078","57912"
"37","Threonine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO3","119.0582","AYFVYJQAPQTCCC-GBXIJSLDSA-N","6288",NA,3488,"C00188","57926"
"111","Creatine","Organic acids","Amino acids and peptides","Amino acids","C4H9N3O2","131.0695","CVSVTCORWBXHQV-UHFFFAOYSA-N","586",NA,3594,"C00300","57947"
"890","Kynurenine","Organic oxygen compounds","Butyrophenones","Butyrophenones","C10H12N2O3","208.0848","YGPSJZOEDVAXAB-QMMMGPOBSA-N","161166",NA,3622,"C00328","57959"
"726","beta-Alanine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO2","89.0477","UCMIRNVEIXFBKS-UHFFFAOYSA-N","239",NA,3399,"C00099","57966"
"617","Alanine","Organic acids","Amino acids and peptides","Amino acids","C3H7NO2","89.0477","QNAYBMKLOCPYGJ-REOHCLBHSA-N","5950",NA,3343,"C00041","57972"
"12","Isoleucine","Organic acids","Amino acids and peptides","Amino acids","C6H13NO2","131.0946","AGPKZVBTJJNPAG-WHFBIAKZSA-N","6306",NA,3697,"C00407","58045"
"127","Asparagine","Organic acids","Amino acids and peptides","Amino acids","C4H8N2O3","132.0535","DCXYFEDJOCDNAF-REOHCLBHSA-N","6267",NA,3452,"C00152","58048"
"98","Phenylalanine","Organic acids","Amino acids and peptides","Amino acids","C9H11NO2","165.0790","COLNVLDHVKWLRT-QMMMGPOBSA-N","6140",NA,3379,"C00079","58095"
"760","Hydroxykynurenine","Organic oxygen compounds","Butyrophenones","Butyrophenones","C10H12N2O4","224.0797","VCKPUUFAIGNJHC-LURJTMIESA-N","11811",NA,6099,"C03227","58125"
"844","Homocitrulline","Organic acids","Amino acids and peptides","Amino acids","C7H15N3O3","189.1113","XIGSAGMEBXLVJJ-YFKPBYRVSA-N","65072",NA,5455,"C02427","58148"
"291","Cystathionine","Organic acids","Amino acids and peptides","Amino acids","C7H14N2O4S","222.0674","ILRYLPWNYFXEMH-WHFBIAKZSA-N","439258",NA,5347,"C02291","58161"
"175","Homocysteine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO2S","135.0354","FFFHZYDWPBMWHY-VKHMYHEASA-N","91552",NA,3455,"C00155","58199"
"172","Dimethylglycine","Organic acids","Amino acids and peptides","Amino acids","C4H9NO2","103.0633","FFDGPVCHZBVARC-UHFFFAOYSA-N","673",NA,4271,"C01026","58251"
"155","N6-Acetyllysine","Organic acids","Amino acids and peptides","Amino acids","C8H16N2O3","188.1161","DTERQYGMUDWYAZ-ZETCQYMHSA-N","92832",NA,5689,"C02727","58260"
"409","5-Hydroxy-tryptophan","Organic acids","Amino acids and peptides","Amino acids","C11H12N2O3","220.0848","LDCYZAJDBXYCGN-VIFPVBQESA-N","439280",NA,3916,"C00643","58266"
"552","Tyrosine","Organic acids","Amino acids and peptides","Amino acids","C9H11NO3","181.0739","OUYCCCASQSFEME-QMMMGPOBSA-N","6057",NA,3382,"C00082","58315"
"921","Glutamine","Organic acids","Amino acids and peptides","Amino acids","C5H10N2O3","146.0691","ZDXPYRJPNDTMRX-VKHMYHEASA-N","5961",NA,3364,"C00064","58359"
"479","Anserine","Organic acids","Amino acids and peptides","Hybrid peptides","C10H16N4O3","240.1222","MYYIAHXIVFADCU-QMMMGPOBSA-N","112072",NA,4481,"C01262","58445"
"864","Thyroxine","Benzenoids","Diarylethers","Diarylethers","C15H11I4NO4","776.6867","XUIIKFGFIJCVMT-LBPRGKRZSA-N","5819",NA,4950,"C01829","58448"
"438","Norleucine","Fatty Acyls","Fatty acids","Amino FA","C6H13NO2","131.0946","LRQKBLKVPFOOQJ-YFKPBYRVSA-N","21236",NA,5038,"C01933","58455"
"808","Ectoine","Nucleic acids","Pyrimidines","Hydropyrimidines","C6H10N2O2","142.0742","WQXNXVUDBPYKBA-YFKPBYRVSA-N","126041",NA,8474,"C06231","58515"
"605","Methionine sulfoxide","Organic acids","Amino acids and peptides","Amino acids","C5H11NO3S","165.0460","QEFRNWWLZKMPFJ-ZXPFJRLXSA-N","10062737",NA,44179758,NA,"58773"
"75","gamma-Aminobutyric acid","Fatty Acyls","Fatty acids","Amino FA","C4H9NO2","103.0633","BTCSSZJGUNDROE-UHFFFAOYSA-N","119",NA,3628,"C00334","59888"
"542","Proline","Organic acids","Amino acids and peptides","Amino acids","C5H9NO2","115.0633","ONIBWKKTOPOVIA-BYPYZUCNSA-N","145742",NA,3448,"C00148","60039"
"510","Targinine","Organic acids","Amino acids and peptides","Amino acids","C7H16N4O2","188.1273","NTNWOCRCBQPEKQ-YFKPBYRVSA-N","132862",NA,6617,"C03884","60257"
"377","L-Homocysteine thiolactone","Organic acids","Organic acids","Carbothioic S-lactones","C4H7NOS","117.0248","KIWQWJKWBHZMDT-VKHMYHEASA-N","134505",NA,10243621,NA,"60315"
"491","2-Hydroxy-3-methylbutyric acid","Fatty Acyls","Fatty acids","Hydroxy FA","C5H10O3","118.0630","NGEWQZIDQIYUNV-BYPYZUCNSA-N","853180",NA,3140718,NA,"60631"
"364","N-Acetylprocainamide","Benzenoids","Benzoic acids","Acylaminobenzoic acids","C15H23N3O2","277.179027","KEECCEWTUVWFCV-UHFFFAOYSA-N","4342",NA,855861,NA,"60728"
"371","5-HETE","Fatty Acyls","Eicosanoids","HETE","C20H32O3","320.2351","KGIJOOYOSFUGPC-XTDASVJISA-N","9862886",NA,24701312,NA,"60943"
"276","Pipecolic acid","Organic acids","Amino acids and peptides","Amino acids","C6H11NO2","129.0790","HXEACLLIILLPRG-YFKPBYRVSA-N","439227",NA,3698,"C00408","61185"
"763","N(2)-Acetyllysine","Organic acids","Amino acids and peptides","Amino acids","C8H16N2O3","188.1161","VEYYWZRYIYDQJM-ZETCQYMHSA-N","92907",NA,583378,"C12989","61512"
"950","Cys-Gly","Organic acids","Amino acids and peptides","Dipeptides","C5H10N2O3S","178.041215","ZUKPVRWZDMRIEO-VKHMYHEASA-N","439498",NA,4606,"C01419","61694"
"656","Pro-Gly","Organic acids","Amino acids and peptides","Dipeptides","C7H12N2O3","172.084793","RNKSNIBMTUYWSH-YFKPBYRVSA-N","6426709",NA,11619407,NA,"61695"
"655","Pro-Gly","Organic acids","Amino acids and peptides","Dipeptides","C7H12N2O3","172.084793","RNKSNIBMTUYWSH-YFKPBYRVSA-N","6426709",NA,11619407,NA,"61696"
"271","Symmetric dimethyl-arginine","Organic acids","Amino acids and peptides","Amino acids","C8H18N4O2","202.1430","HVPFXCBJHIIJGS-LURJTMIESA-N","169148",NA,10664371,NA,"61914"
"225","3-Methylxanthine","Nucleic acids","Purines","Xanthines","C6H6N4O2","166.0491","GMSNIKWWOQHZGF-UHFFFAOYSA-N","70639",NA,480198,NA,"62207"
"226","3-Methylxanthine","Nucleic acids","Purines","Xanthines","C6H6N4O2","166.0491","GMSNIKWWOQHZGF-UHFFFAOYSA-N","70639",NA,480198,NA,"62208"
"686","Rhamnose","Carbohydrates","Monosaccharides","Monosaccharides","C6H12O5","164.0685","SHZGCJCMOBCMKK-JFNONXLTSA-N","25310",NA,3790,"C00507","62346"
"413","Uric acid","Nucleic acids","Purines","Xanthines","C5H4N4O3","168.0283","LEHOTFFKMJEONL-UHFFFAOYSA-N","1175",NA,3273,NA,"62589"
"666","Rasagiline","Benzenoids","Indanes","Indanes","C12H13N","171.104799","RUOKEQAAGRXIBM-GFCCVEGCSA-N","3052776",NA,7890222,NA,"63620"
"637","Octadecylamine","Fatty Acyls","Fatty amines","Monoalkylamines","C18H39N","269.30825","REYJJPSVUYRZGE-UHFFFAOYSA-N","15793",NA,75222,NA,"63866"
"714","14,15-DiHETrE","Fatty Acyls","Eicosanoids","HETrE","C20H34O4","338.2457","SYAWGTIVOGUZMM-ILYOTBPNSA-N","5283147",NA,4266105,NA,"63966"
"437","11,12-DiHETrE","Fatty Acyls","Eicosanoids","HETrE","C20H34O4","338.2457","LRPPQRCHCPFBPE-KROJNAHFSA-N","5283146",NA,4266104,NA,"63969"
"124","8,9-DiHETrE","Fatty Acyls","Eicosanoids","HETrE","C20H34O4","338.2457","DCJBINATHQHPKO-TYAUOURKSA-N","5283144",NA,4266102,NA,"63970"
"208","5,6-DiHETrE","Fatty Acyls","Eicosanoids","HETrE","C20H34O4","338.2457","GFNYAPAJUNPMGH-QNEBEIHSSA-N","5283142",NA,4266100,NA,"63974"
"389","Linoleoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C20H37NO2","323.2824","KQXDGUVSAAQARU-HZJYTTRNSA-N","5283446",NA,7850584,NA,"64032"
"630","2-Amino-heptanoic acid","Fatty Acyls","Fatty acids","Amino FA","C7H15NO2","145.110279","RDFMDVXONNIGBC-UHFFFAOYSA-N","227939",NA,82828,NA,"64304"
"747","Hexanoylglycine","Organic acids","Amino acids and peptides","Amino acids","C8H15NO3","173.1052","UPCKIPHSXMXJOX-UHFFFAOYSA-N","99463",NA,131207,NA,"64390"
"433","SM(d18:1/15:0)","Sphingolipids","Sphingomyelins","SM","C38H77N2O6P","688.5519","LQINJRUGTUOHGS-YPDYIYJKSA-N","52931139",NA,123068749,NA,"64485"
"401","SM(d18:1/14:0)","Sphingolipids","Sphingomyelins","SM","C37H75N2O6P","674.5363","KYICBZWZQPCUMO-PSALXKTOSA-N","11433862",NA,16531250,NA,"64486"
"516",NA,NA,NA,NA,NA,NA,"OAHFTKWSJGVMTG-MBIABJCFSA-N",NA,NA,NA,NA,"64487"
"788","LPC(14:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C22H46NO7P","467.3012","VXUOFDJKYGDUJI-OAQYLSRUSA-N","460604",NA,611379,NA,"64489"
"216","9Z-Myristoleoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H60N7O17P3S","975.2979","GIIFECKTWKZXGU-FJXLYLFVSA-N","70678650",NA,160644874,NA,"65087"
"486","Behenoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C43H78N7O17P3S","1089.4388","NDDZLVOCGALPLR-GNSUAQHMSA-N","168166",NA,46241552,NA,"65088"
"195","3-Keto-C20 sphinganine","Sphingolipids","Sphingoid bases","Sphinganines","C20H41NO2","327.3137","FVOLNXKBISLPQY-IBGZPJMESA-N","70678615",NA,160644785,NA,"65118"
"523","Cer(d20:0/24:0)","Sphingolipids","Ceramides","DHCer","C44H89NO3","679.6842","OEROUXQFUNUVIP-WZYYJWNZSA-N","70678830",NA,160645487,NA,"66988"
"531","Cer(d20:0/18:0)","Sphingolipids","Ceramides","DHCer","C38H77NO3","595.5903","OGWKBOGOKYSQSD-PQQNNWGCSA-N","70678788",NA,160645353,NA,"67004"
"713","Cer(d18:0/22:0)","Sphingolipids","Ceramides","DHCer","C40H81NO3","623.6216","SXPRAKSDHOEHIG-ZESVVUHVSA-N","5283575",NA,7850634,NA,"67021"
"952","Cer(d18:0/20:0)","Sphingolipids","Ceramides","DHCer","C38H77NO3","595.5903","ZWAUSWHRQBSECP-PQQNNWGCSA-N","5283574",NA,7850633,NA,"67027"
"404","Cer(d18:0/18:0)","Sphingolipids","Ceramides","DHCer","C36H73NO3","567.5590","KZTJQXAANJHSCE-OIDHKYIRSA-N","5283573",NA,7850632,NA,"67033"
"202","Cer(d18:0/16:0)","Sphingolipids","Ceramides","DHCer","C34H69NO3","539.5277","GCGTXOVNNFGTPQ-JHOUSYSJSA-N","5283572",NA,7850631,NA,"67042"
"728","Cer(d18:0/14:0)","Sphingolipids","Ceramides","DHCer","C32H65NO3","511.4964","UDTSZXVRDXQARY-IOWSJCHKSA-N","10255824",NA,15259211,NA,"67045"
"476","gamma-Glutamylleucine","Organic acids","Amino acids and peptides","Dipeptides","C11H20N2O5","260.1372","MYFMARDICOWMQP-YUMQZZPRSA-N","151023",NA,10250975,NA,"68433"
"697","gamma-Glutamylisoleucine","Organic acids","Amino acids and peptides","Dipeptides","C11H20N2O5","260.1372","SNCKGJWJABDZHI-ZKWXMUAHSA-N","22885096",NA,129260318,NA,"68434"
"606","1-Methyluric acid","Nucleic acids","Purines","Xanthines","C6H6N4O3","182.0440","QFDRTQONISXGJA-UHFFFAOYSA-N","69726",NA,6125211,NA,"68441"
"470","1-Methylxanthine","Nucleic acids","Purines","Xanthines","C6H6N4O2","166.0491","MVOYJPOZRLFTCP-UHFFFAOYSA-N","80220",NA,618946,NA,"68444"
"551","1,3-Dimethyluric acid","Nucleic acids","Purines","Xanthines","C7H8N4O3","196.0596","OTSBKHHWSQYEHK-UHFFFAOYSA-N","70346",NA,400553,NA,"68447"
"499","1,7-Dimethyluric acid","Nucleic acids","Purines","Xanthines","C7H8N4O3","196.0596","NOFNCLGCUJJPKU-UHFFFAOYSA-N","91611",NA,6515279,NA,"68449"
"566","3-Methylcrotonylglycine","Organic acids","Amino acids and peptides","Amino acids","C7H11NO3","157.0739","PFWQSHXPNKRLIV-UHFFFAOYSA-N","169485",NA,24519633,NA,"68499"
"507","p-Methylhippuric acid","Benzenoids","Benzamides","Hippuric acids","C10H11NO3","193.073893","NRSCPTLHWVWLLH-UHFFFAOYSA-N","97479",NA,418714,NA,"68552"
"24","2-Methylglutaric acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C6H10O4","146.0579","AQYCMVICBNBXNA-UHFFFAOYSA-N","12046",NA,71941,NA,"68567"
"73","CAR(DC6:0)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C13H23NO6","289.1525","BSVHAXJKBCWVDA-UHFFFAOYSA-N","71296139",NA,162012120,NA,"68568"
"951","Asp-Leu","Organic acids","Amino acids and peptides","Dipeptides","C10H18N2O5","246.121573","ZVDPYSVOZFINEE-BQBZGAKWSA-N","6992367",NA,14868393,NA,"68596"
"880","Cinnamoylglycine","Organic acids","Amino acids and peptides","Amino acids","C11H11NO3","205.0739","YAADMLWHGMUGQL-VOTSOKGWSA-N","709625",NA,3150264,NA,"68616"
"738","Cotinine","Alkaloids","Alkaloids","Other alkaloids","C10H12N2O","176.0950","UIKROCXWUNQSPJ-VIFPVBQESA-N","854019",NA,585010,NA,"68641"
"502","9-HODE","Fatty Acyls","Octadecanoids","HODEs","C18H32O3","296.2351","NPDSHTNEKLQQIJ-ZJHFMPGASA-N","5282944",NA,11038656,NA,"68946"
"324","13-Oxo-ODE","Fatty Acyls","Octadecanoids","OxoODEs","C18H30O3","294.2195","JHXAZBBVQSRKJR-BSZOFBHHSA-N","6446027",NA,11970007,NA,"68947"
"185","2'-O-Methyladenosine","Nucleic acids","Purines","Purine nucleosides","C11H15N5O4","281.112405","FPUGCISOLXNPPC-IOSLPCCCSA-N","102213",NA,3718406,NA,"69426"
"457","5Z,8Z-Tetradecadienoyl-CoA","Fatty Acyls","Fatty esters","Acyl CoAs","C35H58N7O17P3S","973.2823","MJBZUCVXTFUVFY-PHQNXBNMSA-N","70679008",NA,160645998,NA,"70713"
"584","Imidazoleacetic acid","Organoheterocyclic compounds","Imidazoles","Imidazolyl carboxylic acids","C5H6N2O2","126.0429","PRJKNHOMHKJCEJ-UHFFFAOYSA-N","96215",NA,5778,"C02835","70804"
"339","Imidazolelactic acid","Organoheterocyclic compounds","Imidazoles","Imidazolyl carboxylic acids","C6H8N2O3","156.0535","JTYMXXCJQKGGFG-UHFFFAOYSA-N","459122",NA,609152,NA,"70808"
"285","CAR(4:0(3Me))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C12H23NO4","245.1627","IGQBPDJNUXPEMT-SNVBAGLBSA-N","169235",NA,10256964,NA,"70819"
"862","Methyl hippurate","Benzenoids","Benzamides","Hippuric acids","C10H11NO3","193.073894","XTKVNQKOTKPCKM-UHFFFAOYSA-N","14566",NA,3287978,NA,"70869"
"496","N4-Acetylcytidine","Nucleic acids","Pyrimidines","Pyrimidine ribonucleosides","C11H15N3O6","285.0961","NIDVTARKFBZMOT-PEBGCTIMSA-N","107461",NA,3259595,NA,"70989"
"459","CAR(9:0)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C16H31NO4","301.2253","MPSPNFAQQQMFLK-UHFFFAOYSA-N","53481660",NA,160646247,NA,"70997"
"430","CAR(8:1)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C15H27NO4","285.1940","LOSHAHDSFZXVCT-LXKVQUBZSA-N","70679121",NA,160646230,NA,"71012"
"938","4-Hydroxyhippuric acid","Benzenoids","Benzamides","Hippuric acids","C9H9NO4","195.0532","ZMHLUFWWWPBTIU-UHFFFAOYSA-N","151012",NA,3203690,NA,"71018"
"673","3-Keto-C16 sphinganine","Sphingolipids","Sphingoid bases","Sphinganines","C16H33NO2","271.2511","RYNAFXPWYRVRJV-HNNXBMFYSA-N","70679049",NA,160646408,NA,"71041"
"934","C16 Sphinganine","Sphingolipids","Sphingoid bases","Sphingoid base analogs","C16H35NO2","273.2668","ZKLREJQHRKUJHD-JKSUJKDBSA-N","656816",NA,854159,"C13915","71050"
"78","C16 Sphingosine","Sphingolipids","Sphingoid bases","Sphingoid base analogs","C16H33NO2","271.2511","BTUSGZZCQZACPT-YYZTVXDQSA-N","14767871",NA,123068720,NA,"71052"
"855","trans-3-Hydroxycotinine","Alkaloids","Alkaloids","Other alkaloids","C10H12N2O2","192.0899","XOKCJXZZNAUIQN-DTWKUNHWSA-N","107963",NA,585016,NA,"71182"
"102","Procarbazine","Benzenoids","Benzamides","Benzamides","C12H19N3O","221.1528","CPTBDICYNRMXFX-UHFFFAOYSA-N","4915",NA,9606,"C07402","71417"
"280","Palmitoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C18H37NO2","299.2824","HXYVTAGFYLMHSO-UHFFFAOYSA-N","4671",NA,85235,NA,"71464"
"66","Oleoyl-EA","Fatty Acyls","Fatty amides","N-acyl ethanolamines","C20H39NO2","325.2981","BOWVQLFMWHZBEF-KTKRTIGZSA-N","5283454",NA,7850594,NA,"71466"
"270","C20 Sphingosine","Sphingolipids","Sphingoid bases","Sphingoid base analogs","C20H41NO2","327.31373","HTJSZHKGNMXZJN-YIVRLKKSSA-N","9862210",NA,14826514,NA,"71982"
"649","9-HOTrE","Fatty Acyls","Octadecanoids","HOTrEs","C18H30O3","294.2195","RIGGEAZDTKMXSI-CUHSZNQNSA-N","10447175",NA,15468224,NA,"72625"
"503","9-HODE","Fatty Acyls","Octadecanoids","HODEs","C18H32O3","296.2351","NPDSHTNEKLQQIJ-ZJHFMPGASA-N","5282944",NA,11038656,NA,"72651"
"834","9,10-DiHOME","Fatty Acyls","Octadecanoids","DiHOMEs","C18H34O4","314.2457","XEBKSQSGNGRGDW-YFHOEESVSA-N","9966640",NA,14943618,NA,"72663"
"107","12,13-DiHOME","Fatty Acyls","Octadecanoids","DiHOMEs","C18H34O4","314.2457","CQSLTKIXAJTQGA-FLIBITNWSA-N","10236635",NA,15238530,NA,"72665"
"218","Phe-Phe","Organic acids","Amino acids and peptides","Dipeptides","C18H20N2O3","312.147393","GKZIWHRNKRBEOH-HOTGVXAUSA-N","6993090",NA,15903609,NA,"72723"
"805","PC(O-16:0/16:0)","Glycerophospholipids","Glycerophosphocholines","O-PC","C40H82NO7P","719.5829","WOTHHEHCEYHCFE-LDLOPFEMSA-N","145911",NA,7983792,NA,"72744"
"394","Indole-3-methyl acetate","Organoheterocyclic compounds","Indoles","Indole-3-acetic acid derivatives","C11H11NO2","189.0790","KTHADMDGDNYQRX-UHFFFAOYSA-N","74706",NA,110136,NA,"72782"
"355","9-HETE","Fatty Acyls","Eicosanoids","HETE","C20H32O3","320.2351","KATOYYZUTNAWSA-OIZRIKEUSA-N","14123398",NA,24895622,NA,"72786"
"129","Ala-Ala","Organic acids","Amino acids and peptides","Dipeptides","C6H12N2O3","160.084793","DEFJQIDDEAULHB-IMJSIDKUSA-N","5484352",NA,3139668,NA,"72816"
"935","Cer(d18:1/14:0)","Sphingolipids","Ceramides","Cer","C32H63NO3","509.4808","ZKRPGPZHULJLKJ-JHRQRACZSA-N","5282310",NA,854160,"C13916","72957"
"886","Cer(d18:1/16:0)","Sphingolipids","Ceramides","Cer","C34H67NO3","537.5121","YDNKGFDKKRUKPY-TURZORIXSA-N","5283564",NA,3153359,NA,"72959"
"773","Cer(d18:1/18:0)","Sphingolipids","Ceramides","Cer","C36H71NO3","565.5434","VODZWWMEJITOND-NXCSZAMKSA-N","5283565",NA,841043,NA,"72961"
"873","Cer(d18:1/20:0)","Sphingolipids","Ceramides","Cer","C38H75NO3","593.5747","XWBWIAOWSABHFI-NUKVNZTCSA-N","5283566",NA,3154237,NA,"72962"
"932","Cer(d18:1/24:0)","Sphingolipids","Ceramides","Cer","C42H83NO3","649.6373","ZJVVOYPTFQEGPH-AUTSUKAISA-N","5283571",NA,7850630,NA,"72965"
"366","Cer(d18:1/22:0)","Sphingolipids","Ceramides","Cer","C40H79NO3","621.6060","KEPQASGDXIEOIL-GLQCRSEXSA-N","5283567",NA,7850626,NA,"72966"
"91","Cer(d18:1/26:0)","Sphingolipids","Ceramides","Cer","C44H87NO3","677.6686","CJROVRTUSFQVMR-GVOPMEMSSA-N","5283570",NA,7850629,NA,"72968"
"26","LPC(16:0/0:0)","Glycerophospholipids","Glycerophosphocholines","LPC","C24H50NO7P","495.3325","ASWBNKHCZGQVJV-HSZRJFAPSA-N","460602",NA,611378,NA,"72998"
"376","PC(16:0/16:0)","Glycerophospholipids","Glycerophosphocholines","PC","C40H80NO8P","733.5622","KILNVBDSWZSGLL-KXQOOQHDSA-N","452110",NA,597050,NA,"72999"
"434","CAR(3:0(2Me))","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C11H21NO4","231.1471","LRCNOZRCYBNMEP-UHFFFAOYSA-N","10177002",NA,15172401,NA,"73017"
"244","CAR(DC4:0)","Fatty Acyls","Fatty esters","Short-chain acyl carnitines","C11H19NO6","261.1212","HAEVNYBCYZZDFL-UHFFFAOYSA-N","71464481",NA,163425680,NA,"73034"
"917","Imidazolepropionic acid","Organoheterocyclic compounds","Imidazoles","Imidazolyl carboxylic acids","C6H8N2O2","140.058578","ZCKYOWGFRHAZIQ-UHFFFAOYSA-N","70630",NA,111690,NA,"73087"
"708","CAR(20:0)","Fatty Acyls","Fatty esters","Acyl carnitines","C27H53NO4","455.3975","SVJLJQBGUITFLI-UHFFFAOYSA-N","53477833",NA,85337366,NA,"73100"
"301","CAR(22:0)","Fatty Acyls","Fatty esters","Acyl carnitines","C29H57NO4","483.4288","IUMXSSOVGPXXJL-UHFFFAOYSA-N","71464577",NA,163425804,NA,"73105"
"297","Tazarotenic acid","Organoheterocyclic compounds","Thiochromanes","Thiochromanes","C19H17NO2S","323.097999","IQIBKLWBVJPOQO-UHFFFAOYSA-N","147525",NA,10249649,NA,"73129"
"765","Desglymidodrine","Benzenoids","Methoxybenzenes","Dimethoxybenzenes","C10H15NO3","197.105193","VFRCNXKYZVQYLX-UHFFFAOYSA-N","43260",NA,6801062,NA,"73248"
"41","Glu-Lys","Organic acids","Amino acids and peptides","Dipeptides","C11H21N3O5","275.148122","BBBXWRGITSUJPB-YUMQZZPRSA-N","7015704",NA,14869046,NA,"73521"
"406","Leu-Leu","Organic acids","Amino acids and peptides","Dipeptides","C12H24N2O3","244.178693","LCPYQJIKPJDLLB-UWVGGRQHSA-N","76807",NA,8198360,NA,"73531"
"778","Leu-Pro","Organic acids","Amino acids and peptides","Dipeptides","C11H20N2O3","228.147393","VTJUNIYRYIAIHF-IUCAKERBSA-N","80817",NA,10218243,NA,"73580"
"392","N-Acetylglutamine","Organic acids","Amino acids and peptides","Amino acids","C7H12N2O4","188.0797","KSMRODHGGIIXDV-UHFFFAOYSA-N","25561",NA,447897,NA,"73685"
"443","Undecanedioic acid","Fatty Acyls","Fatty acids","Dicarboxylic acids","C11H20O4","216.1362","LWBHHRRTOZQPDM-UHFFFAOYSA-N","15816",NA,471462,NA,"73713"
"265","N-Oleoyl glycine","Fatty Acyls","Fatty amides","N-acyl amines","C20H37NO3","339.2773","HPFXACZRFJDURI-KTKRTIGZSA-N","6436908",NA,11967640,NA,"73723"
